"","user_id","user_group"
0,"822256642192527365",0
1,"21042599",0
2,"18166092",0
3,"264268489",0
4,"254893631",0
5,"153910662",0
6,"19937107",0
7,"1065869268",0
8,"372884801",0
9,"179309518",0
10,"76641278",0
11,"798269677147406340",0
12,"4352789593",0
13,"301475627",0
14,"488897137",0
15,"779360216483762177",0
16,"235078815",0
17,"754760616351567872",0
18,"863403048",0
19,"4693220642",0
20,"188011806",0
21,"475274420",0
22,"716600400",0
23,"86878026",0
24,"790830852",0
25,"822580596400652292",0
26,"1062969722",0
27,"1108152877",0
28,"823436826727895044",0
29,"3824077212",0
30,"159686212",0
31,"93096478",0
32,"16012232",0
33,"733082357041922048",0
34,"286317336",0
35,"348196177",0
36,"723231998534422532",0
37,"2923079655",0
38,"3151825386",0
39,"822780550574440448",0
40,"721115601364606976",0
41,"274637076",0
42,"19055849",0
43,"125139541",0
44,"532601202",0
45,"2330994686",0
46,"3233215825",0
47,"40185744",0
48,"475445248",0
49,"45728585",0
50,"109140649",0
51,"612783809",0
52,"23073233",0
53,"39492447",0
54,"799415594651099136",0
55,"809079569508614144",0
56,"17073577",0
57,"35211401",0
58,"4911266195",0
59,"1056076279",0
60,"20009204",0
61,"344220170",0
62,"489823939",0
63,"807957037",0
64,"91396740",0
65,"4244267793",0
66,"1101691369",0
67,"529711057",0
68,"241033134",0
69,"25300825",0
70,"60924535",0
71,"1359973026",0
72,"4463305487",0
73,"824677864872161280",0
74,"2751973522",0
75,"567239293",0
76,"821698510798123010",0
77,"107093997",0
78,"19870002",0
79,"2397842000",0
80,"34291716",0
81,"25502235",0
82,"91634316",0
83,"341537548",0
84,"550718971",0
85,"569612713",0
86,"24006635",0
87,"4861967126",0
88,"119951917",0
89,"836977614405451776",0
90,"202367059",0
91,"3103408197",0
92,"713082478093856768",0
93,"344969051",0
94,"827726809357639680",0
95,"1478389008",0
96,"52778002",0
97,"49258789",0
98,"3067324111",0
99,"15146870",0
100,"26789007",0
101,"288202926",0
102,"707355643959586816",0
103,"4313315483",0
104,"38554344",0
105,"189728052",0
106,"211354149",0
107,"1323769675",0
108,"2893799511",0
109,"734206860648185856",0
110,"10168082",0
111,"849681175153172480",0
112,"498855769",0
113,"3020425427",0
114,"217841136",0
115,"720842903375884292",0
116,"796607287",0
117,"776830177053700096",0
118,"830118236406632448",0
119,"2196109558",0
120,"3526007597",0
121,"77233634",0
122,"16007872",0
123,"16182819",1
124,"26668186",1
125,"16378395",1
126,"835528805561298945",1
127,"990615166030176256",1
128,"38444226",1
129,"22052285",1
130,"387199731",1
131,"291490081",1
132,"528414982",1
133,"201307416",1
134,"53474689",1
135,"59911924",1
136,"3346116111",1
137,"17015571",1
138,"2946667279",1
139,"16475267",1
140,"213140780",1
141,"453025139",1
142,"892909731794358273",1
143,"103346655",1
144,"467016100",1
145,"1661104184",1
146,"862470633086525441",1
147,"768857683457929221",1
148,"845308848248426499",1
149,"257181108",1
150,"789122773499060224",1
151,"24088319",1
152,"1382525676",1
153,"26402830",1
154,"2375853498",1
155,"2600487085",1
156,"899636237987983360",1
157,"723950393076551682",1
158,"1005219792",1
159,"2246329472",1
160,"20649276",1
161,"4581484762",1
162,"704087033283809283",1
163,"1555343036",1
164,"244805731",1
165,"439880182",1
166,"24876737",1
167,"768511290889211906",1
168,"824344483575853056",1
169,"162427574",1
170,"950151977069109248",1
171,"187554714",1
172,"1222677374",1
173,"226865424",1
174,"41053750",1
175,"953806657968050176",1
176,"366163310",1
177,"4660123516",1
178,"92060713",1
179,"713830012",1
180,"838471658147053571",1
181,"2390088264",1
182,"318742032",1
183,"16025963",1
184,"1308950598",1
185,"867735589117984769",1
186,"900794731780767744",1
187,"828248641206890496",1
188,"483329059",1
189,"979796657960312832",1
190,"1049560369",1
191,"39889387",1
192,"348478575",1
193,"882736179845582848",1
194,"728027698266779648",1
195,"792736441",1
196,"826903684848242689",1
197,"823576753650200576",1
198,"501230893",1
199,"1210022401",1
200,"289118612",1
201,"2151684682",1
202,"2906390281",1
203,"494464930",1
204,"2358578994",1
205,"4827705102",1
206,"2327250730",1
207,"822574603167993856",1
208,"18133113",1
209,"23566038",1
210,"782788036488593409",1
211,"16418210",1
212,"18179241",1
213,"66712199",1
214,"211060114",1
215,"750481571363164160",1
216,"45118868",1
217,"761573034259996677",1
218,"757720039961145344",1
219,"272733527",1
220,"753412979920625664",1
221,"2199950172",1
222,"870005520232566791",1
223,"19345085",1
224,"551239859",1
225,"819568768158486529",1
226,"900350113",1
227,"22038056",1
228,"937720102568460288",1
229,"38445196",1
230,"712044059817332736",1
231,"2593896758",1
232,"871247216203227136",1
233,"21583763",1
234,"816470867450462208",1
235,"991507021252919297",1
236,"47764008",1
237,"380767025",1
238,"880908026248646661",1
239,"2979237113",1
240,"1186457310",1
241,"1243955624",1
242,"15965877",1
243,"546007186",1
244,"500099363",1
245,"116615278",1
246,"3070211589",1
247,"1084891549",1
248,"46598086",1
249,"254714630",1
250,"1273156819",1
251,"2214447931",1
252,"49479101",1
253,"826574570878550016",1
254,"69916354",1
255,"881336677138128897",1
256,"2313625040",1
257,"761397352582090752",1
258,"1006254376074108928",1
259,"24570249",1
260,"36645437",1
261,"355440287",1
262,"800566528043196418",1
263,"428466760",1
264,"16462209",1
265,"921210990",1
266,"186052544",1
267,"2183687886",1
268,"55548854",1
269,"59860990",1
270,"3044710461",1
271,"35104528",1
272,"922502978191478784",1
273,"777184371996499968",1
274,"22221141",1
275,"244940289",1
276,"72632741",1
277,"869335065930719232",1
278,"261038700",1
279,"2696209681",1
280,"998481290",1
281,"1526584639",1
282,"1122124620",1
283,"855771508907671552",1
284,"1853538666",1
285,"22369602",1
286,"23209288",1
287,"44368678",1
288,"825759441832308737",1
289,"115351964",1
290,"725127387852083204",1
291,"36749067",1
292,"12007082",1
293,"451908506",1
294,"839694950115655680",1
295,"202676583",1
296,"824750642568720384",1
297,"804573487767703552",1
298,"34423266",1
299,"51433856",1
300,"962069820",1
301,"270565082",1
302,"815708250217840640",1
303,"37945830",1
304,"321083970",1
305,"2880885671",1
306,"2394691441",1
307,"42048593",1
308,"775141032820289536",1
309,"74385456",1
310,"829873783280398337",1
311,"823583545100816390",1
312,"187289134",1
313,"950905943553961984",1
314,"2883018075",1
315,"29194420",1
316,"2248902938",1
317,"441130660",1
318,"819254173720072195",1
319,"421654728",1
320,"837320959",1
321,"932317740",1
322,"42062583",1
323,"241360518",1
324,"841334560994525186",1
325,"713205283133267968",1
326,"51259550",1
327,"81412465",1
328,"3327554347",1
329,"347883104",1
330,"797128193941512192",1
331,"829187338492313600",1
332,"3253228622",1
333,"610040609",1
334,"65824365",1
335,"2161204918",1
336,"2243894526",1
337,"56838279",1
338,"2595467366",1
339,"17587553",1
340,"392512823",1
341,"586981181",1
342,"2861750577",1
343,"175220063",1
344,"2175981091",1
345,"122078824",1
346,"973304400591679490",1
347,"953080498783272960",1
348,"37775451",1
349,"415298017",1
350,"2502994410",1
351,"15238988",1
352,"100530658",2
353,"1434240264",2
354,"3420727935",2
355,"301328205",2
356,"79272691",2
357,"3182726012",2
358,"389203134",2
359,"2361952738",2
360,"378109353",2
361,"781644908540985344",2
362,"765988553864187904",2
363,"323017136",2
364,"751058946417422337",2
365,"2231693150",2
366,"756104741244010496",2
367,"302243505",2
368,"24329569",2
369,"110460403",2
370,"2363118444",2
371,"3000285090",2
372,"568321960",2
373,"1533118405",2
374,"161840982",2
375,"728460077745635328",2
376,"3192982834",2
377,"916022035",2
378,"724003206267736064",2
379,"65364459",2
380,"714558063437594624",2
381,"33455327",2
382,"760145249570287616",2
383,"554803486",2
384,"124917493",2
385,"85460092",2
386,"821345547864961025",2
387,"726125860185464832",2
388,"4871097593",2
389,"35660131",2
390,"15593932",2
391,"723319704710844417",2
392,"774443398434467840",2
393,"16027848",2
394,"1954915502",2
395,"24183597",2
396,"2493674388",2
397,"25815925",2
398,"17716516",2
399,"802309795",2
400,"1005675566",2
401,"1651236900",2
402,"2236723740",2
403,"2484509120",2
404,"149598096",2
405,"288902330",2
406,"119933633",2
407,"786684969913556993",2
408,"73276861",2
409,"4102367955",2
410,"225831913",2
411,"1656566611",2
412,"28863877",2
413,"447233783",2
414,"3285022854",2
415,"16066643",2
416,"721866143485468672",2
417,"36585123",2
418,"824720523904978944",2
419,"2998385954",2
420,"78785465",2
421,"616219540",2
422,"717713024",2
423,"483118553",2
424,"81668419",2
425,"91122139",2
426,"402105807",2
427,"1209158214",2
428,"16570580",2
429,"390865418",2
430,"17032278",2
431,"3014639791",2
432,"569508725",2
433,"19120064",2
434,"2517885577",2
435,"47197708",3
436,"20735206",3
437,"14630585",3
438,"834478468494716928",3
439,"913619981623074816",3
440,"586138333",3
441,"23274387",3
442,"3229852476",3
443,"883316545",3
444,"1002761314199130113",3
445,"1006848286718939142",3
446,"117878686",3
447,"97459853",3
448,"968665182259105792",3
449,"409302486",3
450,"851678533374136321",3
451,"14173315",3
452,"554432128",3
453,"223382695",3
454,"843282851911028736",3
455,"3765323713",3
456,"2845970917",3
457,"7998482",3
458,"186273810",3
459,"554847189",3
460,"919684610325405696",3
461,"969970045601361920",3
462,"392230258",3
463,"801638543974166528",3
464,"2710162146",3
465,"290864776",3
466,"1711877244",3
467,"733073314634174464",3
468,"29111704",3
469,"376165395",3
470,"837376302705438720",3
471,"461262004",3
472,"579209199",3
473,"3815551414",3
474,"273177606",3
475,"88585738",3
476,"1278526999",3
477,"828283080142155776",3
478,"159207416",3
479,"3931283419",3
480,"18690078",3
481,"77272148",3
482,"511210135",3
483,"24373764",3
484,"922794040097206272",3
485,"836680284",3
486,"893479800",3
487,"4301326102",3
488,"20490155",3
489,"575026442",3
490,"2807358263",3
491,"892963673672630273",3
492,"13474472",3
493,"174388425",3
494,"205864193",3
495,"4650289872",3
496,"849250355011563520",3
497,"886903558158798850",3
498,"24781601",3
499,"1422241538",3
500,"328521322",3
501,"950146442",3
502,"622242395",3
503,"756773819642179585",3
504,"36553959",3
505,"937729411947876357",3
506,"4677379890",3
507,"703386293225582592",3
508,"187452547",3
509,"985873782",3
510,"19659732",3
511,"17141539",3
512,"21538653",3
513,"2515448870",3
514,"49053573",3
515,"2597920868",3
516,"1562132384",3
517,"2670329588",3
518,"283690626",3
519,"328414566",3
520,"158270604",3
521,"42685481",3
522,"5688792",3
523,"411807195",3
524,"862302824",3
525,"910580740160499712",3
526,"747347588",3
527,"76623591",3
528,"952602518",3
529,"849010429493989376",3
530,"1733420300",3
531,"466195717",3
532,"340021961",3
533,"821139091949580288",3
534,"16963863",3
535,"950510403523629056",3
536,"140282453",3
537,"23102350",3
538,"603114185",3
539,"317942453",3
540,"381308677",3
541,"945371120",3
542,"41831995",3
543,"4229022553",3
544,"964959131323990016",3
545,"773216092403666944",3
546,"151177315",3
547,"1596737431",3
548,"392860200",3
549,"529586293",3
550,"25809254",3
551,"627466098",3
552,"975159566714404865",3
553,"716276934",3
554,"4867179334",3
555,"789282513038536704",3
556,"826997590893793280",3
557,"842021004608073728",3
558,"1360714800",3
559,"49635798",3
560,"242929999",3
561,"2765306477",3
562,"232000940",3
563,"3308246931",3
564,"53225053",3
565,"719656147624534016",3
566,"45813346",3
567,"760395242",3
568,"31565017",3
569,"821024953545981956",3
570,"366964744",3
571,"2833087014",3
572,"781501937875316736",3
573,"1526484606",3
574,"14897840",3
575,"715617989656051712",3
576,"792176684266954752",3
577,"956160193821315072",3
578,"2784632127",3
579,"1004891875",3
580,"3045181324",3
581,"33317317",3
582,"995048082063659016",3
583,"628629535",3
584,"427787017",3
585,"708495375863320576",3
586,"507428051",3
587,"1876801099",3
588,"733182071619878912",3
589,"36186797",3
590,"30595199",3
591,"52440175",3
592,"952333875677618176",3
593,"882367213826715653",3
594,"25387393",3
595,"811053321632915460",3
596,"279319442",3
597,"214665208",3
598,"19304414",3
599,"2836421",3
600,"2936127372",3
601,"4421095821",3
602,"101049087",3
603,"2737406525",3
604,"760262868751228928",3
605,"355069703",3
606,"929817960398688256",3
607,"86566729",3
608,"541805609",3
609,"1858068037",3
610,"769801218919051265",3
611,"3163296766",3
612,"628818151",3
613,"714030496750170112",3
614,"1720248158",3
615,"837868945143021568",3
616,"940417206969450496",3
617,"898618681562992640",3
618,"1598273120",3
619,"15383246",3
620,"64276999",3
621,"191098835",3
622,"22540617",3
623,"4671655692",3
624,"3937499415",3
625,"717962392223649792",3
626,"763500709",3
627,"18621943",3
628,"822854705328046081",3
629,"284658938",3
630,"28715950",3
631,"314121786",3
632,"131497030",3
633,"3521785874",3
634,"3145440674",3
635,"38401645",3
636,"433770150",3
637,"805260496081485824",3
638,"9611372",3
639,"799554306911379456",3
640,"826266369310199808",3
641,"1017562181322321920",3
642,"22576525",3
643,"2321296194",3
644,"3367379237",3
645,"479851695",3
646,"603376827",3
647,"291374262",3
648,"4809756558",3
649,"1355699012",3
650,"16282156",3
651,"2411167819",3
652,"431916167",3
653,"61243781",3
654,"2263235551",3
655,"795457264027107329",3
656,"791019449440694272",3
657,"834231437457027075",3
658,"329398905",3
659,"918195949356404736",3
660,"473101382",3
661,"35345432",3
662,"3621275654",3
663,"39077969",3
664,"298532531",3
665,"329642510",3
666,"921788579352891392",3
667,"20963633",3
668,"3160663151",3
669,"261674343",3
670,"4861801332",3
671,"54071118",3
672,"20646367",3
673,"71417243",3
674,"96440540",3
675,"14434512",3
676,"174980242",3
677,"1511976456",3
678,"801607844785168384",3
679,"37575064",3
680,"390377012",3
681,"778869643",3
682,"14998114",3
683,"2492419963",3
684,"82750524",3
685,"852725859370754048",3
686,"2992607204",3
687,"888943619478097920",3
688,"2575245955",3
689,"181673632",3
690,"3139131148",3
691,"2594895810",3
692,"838443462244577280",3
693,"571069378",3
694,"1069867279",3
695,"1270044870",3
696,"888978503206490117",3
697,"1015629194",3
698,"20794531",3
699,"947375796515164160",3
700,"25771289",3
701,"2907576134",3
702,"443684208",3
703,"2926061818",3
704,"2818985232",3
705,"634759472",3
706,"1032908953",3
707,"818170988592439296",3
708,"931112503",3
709,"936044361388843009",3
710,"786568723477897216",3
711,"16787084",3
712,"372575989",3
713,"946530402818289664",3
714,"462215595",3
715,"48863421",3
716,"189496721",3
717,"88110301",3
718,"16273820",3
719,"479315700",3
720,"27676484",3
721,"40579474",3
722,"874869986",3
723,"544304238",3
724,"544624882",3
725,"824869874526679041",3
726,"330145442",3
727,"1647690336",3
728,"46785255",3
729,"1494691087",3
730,"221509556",3
731,"299015235",3
732,"49171070",3
733,"3044128729",3
734,"200838452",3
735,"820795434595745792",3
736,"464342273",3
737,"878804440353865728",3
738,"754403068725301249",3
739,"2761095396",3
740,"314024921",3
741,"263691049",3
742,"4219854912",3
743,"136820934",3
744,"859016395",3
745,"805118667033870337",3
746,"4827286170",3
747,"827247504215375874",3
748,"839079126",3
749,"591117931",3
750,"164883018",3
751,"960385834955386880",3
752,"18302410",3
753,"314779845",3
754,"51337863",3
755,"527486643",3
756,"82496942",3
757,"325745714",3
758,"511051520",3
759,"85982089",3
760,"94370666",3
761,"1532396586",3
762,"73194083",3
763,"827325385905893377",3
764,"408099851",3
765,"27225271",3
766,"286431051",3
767,"3380574389",3
768,"101058456",3
769,"4838837224",3
770,"1508178456",3
771,"2379528626",3
772,"733262266645254144",3
773,"2207496917",3
774,"322064312",3
775,"861719718956212224",3
776,"731079428",3
777,"2658266593",3
778,"39611529",3
779,"384425995",3
780,"75630518",3
781,"837681683679821824",3
782,"87761810",3
783,"17859339",3
784,"4452269183",3
785,"967542151138590720",3
786,"933774597488394240",3
787,"4858947569",3
788,"1006558304917708801",3
789,"15063810",3
790,"483528697",3
791,"2451614138",3
792,"723539075697926144",3
793,"114873175",3
794,"614516210",3
795,"2644805400",3
796,"581811026",3
797,"702583631751958528",3
798,"858444274496663552",3
799,"898930032890064897",3
800,"806402272330706948",3
801,"937594739104284672",3
802,"848281449061109762",3
803,"206790593",3
804,"967914691761704966",3
805,"3067062538",3
806,"829853531507159042",3
807,"847896415866990592",3
808,"50295074",3
809,"517928221",3
810,"575286446",3
811,"845945107",3
812,"28881337",3
813,"3300720066",3
814,"339146762",3
815,"15852085",4
816,"2779491677",4
817,"841195761735991297",4
818,"2751501273",4
819,"1391090496",4
820,"3101168904",4
821,"1684084622",4
822,"388655565",4
823,"626325617",4
824,"456714411",4
825,"3309746437",4
826,"840196235927609344",4
827,"20425092",4
828,"267640921",4
829,"875671951",4
830,"214266498",4
831,"235173460",4
832,"1440616824",4
833,"247329124",4
834,"912975337",4
835,"3409679008",4
836,"3438282209",4
837,"3685401075",4
838,"2903566885",4
839,"772077415375904769",4
840,"58216993",4
841,"816090069232680960",4
842,"787774580",4
843,"799111347111751680",4
844,"30184929",4
845,"112536536",4
846,"331067472",4
847,"31827326",4
848,"215179218",4
849,"386358576",4
850,"2266295418",4
851,"55793434",4
852,"249452591",4
853,"3034819504",4
854,"4258194688",4
855,"551277319",4
856,"746516185634594816",4
857,"713733295859752960",4
858,"701903334",4
859,"2180683016",4
860,"932994430344351744",4
861,"559108817",4
862,"4894886845",4
863,"385660006",4
864,"404509230",4
865,"712037238507446273",4
866,"792005616",4
867,"1731665011",4
868,"549796330",4
869,"12531012",4
870,"2426437332",4
871,"2493013459",4
872,"237840371",4
873,"20434339",4
874,"878962946096984064",4
875,"884170693264277504",4
876,"1430931523",4
877,"254463619",4
878,"2844435437",4
879,"39720993",4
880,"19950726",4
881,"751621635086684160",4
882,"801457817689395200",4
883,"67137767",4
884,"1002986908102905858",4
885,"42040362",4
886,"892469822575050754",4
887,"321155348",4
888,"54549682",4
889,"1706231244",4
890,"1281373968",4
891,"315413807",4
892,"860277317498585088",4
893,"87954351",4
894,"919671307",4
895,"932225313119129600",4
896,"1007022854855110657",4
897,"3534429254",4
898,"3883733953",4
899,"2719393013",4
900,"341200047",4
901,"21906070",4
902,"800774004848005121",4
903,"187060851",4
904,"764612408501411840",4
905,"3303622686",4
906,"865271973349380096",4
907,"532770618",4
908,"2981752395",4
909,"16181071",4
910,"382142242",4
911,"876890361439768578",4
912,"885599540111433728",4
913,"942499270384594944",4
914,"3222330335",4
915,"75972047",4
916,"797401556056469505",4
917,"40183366",4
918,"220081296",4
919,"4659943589",4
920,"928366796901675008",4
921,"61008839",4
922,"93431046",4
923,"21773704",4
924,"227474177",4
925,"528975480",4
926,"636367222",4
927,"3376718313",4
928,"267228370",4
929,"897875959105429504",4
930,"2764242773",4
931,"800037745024339968",4
932,"745935819890888704",4
933,"3885241752",4
934,"1084399296",4
935,"4656639928",4
936,"267106449",4
937,"27275958",4
938,"736140441595285504",4
939,"139613298",4
940,"34574063",4
941,"2636340443",4
942,"3353061012",4
943,"71983621",4
944,"3435638633",4
945,"798888097245036544",4
946,"414819212",4
947,"2521147680",4
948,"543878087",4
949,"170520182",4
950,"181039052",4
951,"950667613",4
952,"1176004076",4
953,"66933353",4
954,"1435501549",4
955,"776184586313359360",4
956,"19313479",4
957,"785276462173712384",4
958,"895686481209159680",4
959,"37085881",4
960,"454738837",4
961,"43188727",4
962,"781932710453313537",4
963,"28513534",4
964,"4631691681",4
965,"753472878360813568",4
966,"82210282",4
967,"831202835844919296",4
968,"4406180543",4
969,"738732894512926720",4
970,"807320670",4
971,"3083161148",4
972,"1017710263384985600",4
973,"1259574180",4
974,"227410667",4
975,"593342422",4
976,"2772495227",4
977,"880055162080862208",4
978,"1488977785",4
